"id","fecha","edad","perfil","objetivo","razon","monto ARS","Instrumento"
"3985","26/11/2024","menos de 25 años","Moderado","Retiro","Educación","35318","Bonos"
"3986","03/04/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Sin motivo específico","82768","Bonos"
"3987","08/01/2025","menos de 25 años","Moderado","Aumentar ingresos","Vehículo","70116","Fondos"
"3988","09/04/2024","más de 46 años","Conservador","Aumentar ingresos","Vivienda","19541","Fondos"
"3989","11/03/2024","menos de 25 años","Conservador","Aumentar ingresos","Vehículo","99512","Acciones"
"3990","30/11/2024","más de 46 años","Moderado","Retiro","Aprendizaje","35912","Fondos"
"3991","10/05/2024","más de 46 años","Moderado","Inversión","Proyecto personal","23629","ETF"
"3992","03/12/2024","más de 46 años","Moderado","Inversión","Vehículo","26359","ETF"
"3993","06/08/2024","más de 46 años","Agresivo","Otro","Proyecto personal","76296","Acciones"
"3994","08/03/2024","entre 36 y 45 años","Moderado","Ahorro","Educación","77540","Bonos"
"3995","30/08/2024","más de 46 años","Moderado","Aumentar ingresos","Aprendizaje","81846","Acciones"
"3996","24/04/2024","más de 46 años","Conservador","Ahorro","Educación","15914","Bonos"
"3997","30/06/2024","entre 26 y 35 años","Agresivo","Inversión","Vivienda","66271","Bonos"
"3998","04/06/2024","entre 26 y 35 años","Conservador","Inversión","Vacaciones","86639","ETF"
"3999","14/03/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Vivienda","93716","Fondos"
"4000","21/11/2024","entre 36 y 45 años","Agresivo","Ahorro","Aprendizaje","34786","ETF"
"4001","14/01/2025","entre 36 y 45 años","Conservador","Otro","Vivienda","76917","Fondos"
"4002","05/02/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Vivienda","66179","Bonos"
"4003","02/12/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Sin motivo específico","49136","Bonos"
"4004","11/04/2024","entre 26 y 35 años","Agresivo","Retiro","Aprendizaje","21531","Fondos"
"4005","25/10/2024","menos de 25 años","Conservador","Otro","Sin motivo específico","83652","Acciones"
"4006","08/06/2024","entre 36 y 45 años","Agresivo","Inversión","Vehículo","56213","Acciones"
"4007","26/01/2025","más de 46 años","Agresivo","Retiro","Proyecto personal","24171","Bonos"
"4008","13/10/2024","menos de 25 años","Conservador","Aumentar ingresos","Vehículo","69342","Bonos"
"4009","08/03/2024","menos de 25 años","Moderado","Retiro","Sin motivo específico","70187","Fondos"
"4010","30/05/2024","más de 46 años","Agresivo","Otro","Educación","26636","Bonos"
"4011","25/05/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Vehículo","47416","Fondos"
"4012","02/03/2024","más de 46 años","Conservador","Aumentar ingresos","Aprendizaje","77014","ETF"
"4013","09/03/2024","entre 36 y 45 años","Moderado","Inversión","Educación","47558","ETF"
"4014","07/05/2024","más de 46 años","Moderado","Inversión","Educación","34983","Bonos"
"4015","25/04/2024","entre 26 y 35 años","Moderado","Ahorro","Proyecto personal","42800","ETF"
"4016","11/09/2024","menos de 25 años","Moderado","Ahorro","Vehículo","85640","Bonos"
"4017","24/02/2024","entre 26 y 35 años","Conservador","Retiro","Aprendizaje","61808","Acciones"
"4018","03/08/2024","menos de 25 años","Moderado","Retiro","Sin motivo específico","37545","Fondos"
"4019","09/08/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Vacaciones","83947","ETF"
"4020","12/09/2024","más de 46 años","Moderado","Retiro","Vehículo","89198","ETF"
"4021","24/09/2024","entre 26 y 35 años","Agresivo","Inversión","Vivienda","63442","Fondos"
"4022","12/09/2024","entre 26 y 35 años","Moderado","Retiro","Proyecto personal","97024","Acciones"
"4023","16/09/2024","entre 26 y 35 años","Agresivo","Retiro","Vivienda","50222","ETF"
"4024","31/03/2024","entre 36 y 45 años","Agresivo","Otro","Educación","88451","Acciones"
"4025","14/06/2024","más de 46 años","Moderado","Aumentar ingresos","Aprendizaje","22077","Fondos"
"4026","03/06/2024","más de 46 años","Conservador","Ahorro","Vacaciones","54250","ETF"
"4027","29/08/2024","entre 26 y 35 años","Agresivo","Ahorro","Aprendizaje","28834","Fondos"
"4028","23/05/2024","más de 46 años","Agresivo","Otro","Vivienda","57222","Bonos"
"4029","03/03/2024","menos de 25 años","Conservador","Retiro","Vivienda","56638","Fondos"
"4030","25/04/2024","más de 46 años","Agresivo","Inversión","Vacaciones","48655","Bonos"
"4031","16/12/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Proyecto personal","48086","Bonos"
"4032","17/08/2024","entre 26 y 35 años","Moderado","Retiro","Educación","30950","ETF"
"4033","05/09/2024","más de 46 años","Agresivo","Inversión","Educación","99797","ETF"
"4034","11/09/2024","más de 46 años","Moderado","Inversión","Vivienda","24643","Acciones"
"4035","05/10/2024","entre 26 y 35 años","Agresivo","Inversión","Aprendizaje","45458","Acciones"
"4036","15/06/2024","entre 26 y 35 años","Conservador","Inversión","Sin motivo específico","40145","Fondos"
"4037","19/12/2024","menos de 25 años","Conservador","Retiro","Aprendizaje","64060","Bonos"
"4038","12/11/2024","más de 46 años","Moderado","Otro","Educación","35578","Bonos"
"4039","02/04/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Proyecto personal","66520","Acciones"
"4040","05/08/2024","entre 26 y 35 años","Agresivo","Ahorro","Vacaciones","62061","Fondos"
"4041","23/02/2024","entre 26 y 35 años","Moderado","Otro","Proyecto personal","68611","ETF"
"4042","30/04/2024","entre 26 y 35 años","Conservador","Retiro","Vehículo","75606","ETF"
"4043","13/09/2024","entre 26 y 35 años","Conservador","Otro","Vacaciones","99508","ETF"
"4044","04/10/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Aprendizaje","95292","Fondos"
"4045","01/04/2024","más de 46 años","Agresivo","Ahorro","Vivienda","73441","Bonos"
"4046","26/07/2024","más de 46 años","Moderado","Retiro","Educación","38495","Acciones"
"4047","07/04/2024","menos de 25 años","Conservador","Ahorro","Vehículo","46776","ETF"
"4048","09/08/2024","entre 36 y 45 años","Agresivo","Ahorro","Aprendizaje","96674","Fondos"
"4049","17/07/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Proyecto personal","68343","Bonos"
"4050","19/04/2024","menos de 25 años","Conservador","Aumentar ingresos","Aprendizaje","80339","Fondos"
"4051","02/01/2025","entre 26 y 35 años","Moderado","Ahorro","Vehículo","46547","Acciones"
"4052","26/12/2024","menos de 25 años","Moderado","Otro","Vehículo","38623","ETF"
"4053","21/09/2024","más de 46 años","Moderado","Retiro","Vehículo","33857","Fondos"
"4054","03/04/2024","entre 36 y 45 años","Moderado","Otro","Sin motivo específico","65201","Fondos"
"4055","09/08/2024","entre 26 y 35 años","Agresivo","Retiro","Vehículo","28890","Acciones"
"4056","10/09/2024","más de 46 años","Conservador","Ahorro","Proyecto personal","29931","ETF"
"4057","03/08/2024","menos de 25 años","Agresivo","Otro","Proyecto personal","53698","Bonos"
"4058","10/03/2024","menos de 25 años","Agresivo","Ahorro","Vehículo","86381","Fondos"
"4059","14/01/2025","menos de 25 años","Moderado","Aumentar ingresos","Educación","39059","Bonos"
"4060","27/08/2024","entre 26 y 35 años","Agresivo","Inversión","Aprendizaje","60430","Bonos"
"4061","19/06/2024","menos de 25 años","Moderado","Retiro","Proyecto personal","97787","Bonos"
"4062","03/09/2024","entre 36 y 45 años","Moderado","Otro","Vehículo","89934","Bonos"
"4063","19/02/2024","entre 36 y 45 años","Agresivo","Inversión","Vacaciones","55850","Acciones"
"4064","23/11/2024","entre 26 y 35 años","Conservador","Ahorro","Proyecto personal","41120","Fondos"
"4065","30/12/2024","entre 26 y 35 años","Moderado","Otro","Vehículo","60074","Acciones"
"4066","31/08/2024","entre 26 y 35 años","Moderado","Retiro","Sin motivo específico","59446","ETF"
"4067","31/12/2024","entre 36 y 45 años","Moderado","Otro","Vacaciones","74949","Acciones"
"4068","26/09/2024","entre 36 y 45 años","Agresivo","Inversión","Proyecto personal","30905","ETF"
"4069","08/03/2024","entre 36 y 45 años","Conservador","Otro","Educación","74164","Fondos"
"4070","30/01/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Sin motivo específico","68608","Fondos"
"4071","07/05/2024","más de 46 años","Moderado","Aumentar ingresos","Proyecto personal","24579","Fondos"
"4072","31/05/2024","más de 46 años","Conservador","Otro","Aprendizaje","92434","Acciones"
"4073","04/03/2024","más de 46 años","Conservador","Retiro","Vivienda","21358","Acciones"
"4074","08/03/2024","menos de 25 años","Conservador","Inversión","Vivienda","97324","Bonos"
"4075","23/11/2024","entre 36 y 45 años","Moderado","Retiro","Vivienda","39760","Acciones"
"4076","19/11/2024","menos de 25 años","Moderado","Ahorro","Vehículo","34827","Acciones"
"4077","17/05/2024","entre 26 y 35 años","Conservador","Retiro","Sin motivo específico","69604","Acciones"
"4078","30/03/2024","más de 46 años","Agresivo","Retiro","Sin motivo específico","86203","Acciones"
"4079","12/02/2024","más de 46 años","Agresivo","Otro","Vehículo","29241","Fondos"
"4080","18/02/2024","menos de 25 años","Conservador","Otro","Vehículo","80172","ETF"
"4081","12/04/2024","más de 46 años","Agresivo","Aumentar ingresos","Aprendizaje","20785","Acciones"
"4082","22/08/2024","más de 46 años","Agresivo","Retiro","Proyecto personal","38637","Bonos"
"4083","28/09/2024","más de 46 años","Moderado","Aumentar ingresos","Vacaciones","35346","Acciones"
"4084","18/02/2024","menos de 25 años","Agresivo","Otro","Vehículo","26866","Acciones"
"4085","22/02/2024","entre 26 y 35 años","Moderado","Inversión","Vivienda","76815","Fondos"
"4086","15/10/2024","entre 26 y 35 años","Agresivo","Ahorro","Vivienda","87148","Bonos"
"4087","08/01/2025","entre 26 y 35 años","Conservador","Inversión","Educación","75015","Bonos"
"4088","03/10/2024","menos de 25 años","Conservador","Ahorro","Educación","27909","Bonos"
"4089","12/02/2024","entre 36 y 45 años","Agresivo","Retiro","Sin motivo específico","75166","Bonos"
"4090","29/08/2024","más de 46 años","Agresivo","Inversión","Educación","52646","Bonos"
"4091","23/06/2024","más de 46 años","Agresivo","Inversión","Proyecto personal","88401","Acciones"
"4092","28/02/2024","más de 46 años","Agresivo","Ahorro","Vacaciones","45533","Fondos"
"4093","25/01/2025","entre 26 y 35 años","Moderado","Otro","Vehículo","79094","Bonos"
"4094","02/03/2024","menos de 25 años","Moderado","Inversión","Educación","39178","Bonos"
"4095","07/02/2024","más de 46 años","Moderado","Inversión","Proyecto personal","25791","ETF"
"4096","28/01/2025","más de 46 años","Conservador","Otro","Vacaciones","76738","Bonos"
"4097","10/10/2024","entre 26 y 35 años","Agresivo","Inversión","Sin motivo específico","43696","Acciones"
"4098","08/06/2024","entre 36 y 45 años","Moderado","Inversión","Aprendizaje","92380","Bonos"
"4099","24/11/2024","entre 26 y 35 años","Agresivo","Ahorro","Vivienda","85622","Fondos"
"4100","25/12/2024","entre 36 y 45 años","Agresivo","Inversión","Educación","47786","Fondos"
"4101","26/07/2024","entre 36 y 45 años","Agresivo","Ahorro","Vivienda","80526","Bonos"
"4102","05/04/2024","menos de 25 años","Agresivo","Inversión","Vacaciones","86001","Bonos"
"4103","29/05/2024","entre 36 y 45 años","Moderado","Otro","Proyecto personal","85330","Fondos"
"4104","15/11/2024","más de 46 años","Moderado","Otro","Sin motivo específico","41836","Fondos"
"4105","29/12/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Educación","59385","Bonos"
"4106","26/05/2024","menos de 25 años","Moderado","Retiro","Vacaciones","44500","Fondos"
"4107","27/08/2024","más de 46 años","Agresivo","Ahorro","Educación","44584","Acciones"
"4108","14/04/2024","entre 36 y 45 años","Conservador","Ahorro","Vacaciones","64171","Fondos"
"4109","13/07/2024","entre 26 y 35 años","Agresivo","Inversión","Vacaciones","22693","Acciones"
"4110","11/02/2024","entre 26 y 35 años","Moderado","Inversión","Vacaciones","67099","Fondos"
"4111","14/04/2024","más de 46 años","Moderado","Otro","Educación","31610","Bonos"
"4112","17/08/2024","menos de 25 años","Moderado","Ahorro","Vehículo","48511","Fondos"
"4113","13/09/2024","entre 36 y 45 años","Conservador","Otro","Aprendizaje","63000","Fondos"
"4114","24/06/2024","entre 36 y 45 años","Agresivo","Retiro","Aprendizaje","43398","ETF"
"4115","19/11/2024","entre 36 y 45 años","Moderado","Retiro","Proyecto personal","85468","Acciones"
"4116","14/10/2024","más de 46 años","Agresivo","Inversión","Educación","46977","Fondos"
"4117","26/02/2024","entre 36 y 45 años","Moderado","Ahorro","Aprendizaje","32286","Acciones"
"4118","04/06/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Vehículo","84771","Fondos"
"4119","10/09/2024","entre 26 y 35 años","Agresivo","Inversión","Vacaciones","93728","Fondos"
"4120","27/12/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Vivienda","81745","Acciones"
"4121","22/12/2024","más de 46 años","Conservador","Retiro","Proyecto personal","62452","ETF"
"4122","15/01/2025","entre 36 y 45 años","Conservador","Otro","Sin motivo específico","23450","Bonos"
"4123","31/08/2024","menos de 25 años","Agresivo","Ahorro","Aprendizaje","94386","ETF"
"4124","04/10/2024","menos de 25 años","Moderado","Inversión","Sin motivo específico","75917","Bonos"
"4125","19/04/2024","menos de 25 años","Moderado","Aumentar ingresos","Vacaciones","42311","ETF"
"4126","29/06/2024","entre 26 y 35 años","Agresivo","Otro","Sin motivo específico","40150","ETF"
"4127","28/08/2024","menos de 25 años","Moderado","Otro","Vivienda","52349","Bonos"
"4128","16/03/2024","entre 36 y 45 años","Conservador","Ahorro","Vacaciones","71155","Bonos"
"4129","19/01/2025","más de 46 años","Agresivo","Retiro","Vivienda","92089","ETF"
"4130","16/09/2024","más de 46 años","Moderado","Ahorro","Educación","54550","Fondos"
"4131","25/04/2024","más de 46 años","Moderado","Retiro","Vivienda","29456","ETF"
"4132","22/05/2024","más de 46 años","Conservador","Aumentar ingresos","Vivienda","27031","Fondos"
"4133","22/03/2024","más de 46 años","Conservador","Aumentar ingresos","Aprendizaje","79656","ETF"
"4134","05/07/2024","entre 36 y 45 años","Agresivo","Ahorro","Aprendizaje","37789","ETF"
"4135","30/07/2024","más de 46 años","Agresivo","Otro","Vivienda","61357","ETF"
"4136","05/03/2024","más de 46 años","Agresivo","Inversión","Proyecto personal","67025","ETF"
"4137","22/11/2024","entre 36 y 45 años","Conservador","Retiro","Educación","34652","Fondos"
"4138","18/02/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Sin motivo específico","87746","Bonos"
"4139","26/01/2025","entre 26 y 35 años","Agresivo","Otro","Aprendizaje","75554","Fondos"
"4140","21/04/2024","entre 26 y 35 años","Conservador","Inversión","Proyecto personal","44635","ETF"
"4141","14/11/2024","menos de 25 años","Agresivo","Otro","Educación","34941","Acciones"
"4142","28/02/2024","menos de 25 años","Moderado","Otro","Sin motivo específico","63867","Bonos"
"4143","03/09/2024","entre 36 y 45 años","Conservador","Ahorro","Sin motivo específico","33487","ETF"
"4144","09/06/2024","entre 26 y 35 años","Conservador","Retiro","Sin motivo específico","29663","ETF"
"4145","23/07/2024","más de 46 años","Conservador","Otro","Educación","71209","Acciones"
"4146","03/11/2024","menos de 25 años","Moderado","Ahorro","Educación","52526","Bonos"
"4147","15/11/2024","entre 36 y 45 años","Conservador","Otro","Educación","30528","ETF"
"4148","29/08/2024","entre 36 y 45 años","Agresivo","Otro","Proyecto personal","49971","Fondos"
"4149","09/08/2024","más de 46 años","Agresivo","Otro","Vivienda","84443","Fondos"
"4150","26/06/2024","entre 36 y 45 años","Moderado","Inversión","Proyecto personal","34478","Bonos"
"4151","24/06/2024","más de 46 años","Conservador","Retiro","Vivienda","88721","ETF"
"4152","05/07/2024","entre 26 y 35 años","Agresivo","Ahorro","Vacaciones","69774","Bonos"
"4153","19/02/2024","menos de 25 años","Conservador","Inversión","Vivienda","72798","Acciones"
"4154","30/07/2024","entre 36 y 45 años","Moderado","Retiro","Educación","44450","ETF"
"4155","03/03/2024","entre 26 y 35 años","Moderado","Retiro","Aprendizaje","32356","Fondos"
"4156","28/11/2024","menos de 25 años","Moderado","Aumentar ingresos","Educación","79420","Fondos"
"4157","14/11/2024","entre 26 y 35 años","Agresivo","Retiro","Proyecto personal","86495","ETF"
"4158","18/09/2024","entre 36 y 45 años","Conservador","Inversión","Aprendizaje","47902","Fondos"
"4159","18/12/2024","más de 46 años","Agresivo","Retiro","Aprendizaje","89440","Bonos"
"4160","11/04/2024","entre 26 y 35 años","Conservador","Otro","Sin motivo específico","31341","ETF"
"4161","04/07/2024","menos de 25 años","Conservador","Aumentar ingresos","Sin motivo específico","78377","Bonos"
"4162","19/11/2024","entre 36 y 45 años","Moderado","Retiro","Educación","99547","Acciones"
"4163","08/12/2024","entre 26 y 35 años","Conservador","Retiro","Educación","95013","Bonos"
"4164","03/12/2024","más de 46 años","Moderado","Retiro","Vivienda","85124","Acciones"
"4165","07/02/2024","menos de 25 años","Moderado","Otro","Sin motivo específico","84683","Acciones"
"4166","30/04/2024","entre 36 y 45 años","Agresivo","Retiro","Vehículo","52461","ETF"
"4167","27/08/2024","entre 26 y 35 años","Conservador","Ahorro","Sin motivo específico","57452","ETF"
"4168","21/08/2024","entre 26 y 35 años","Moderado","Inversión","Proyecto personal","73907","Bonos"
"4169","17/09/2024","menos de 25 años","Conservador","Retiro","Aprendizaje","42520","Bonos"
"4170","26/07/2024","entre 36 y 45 años","Agresivo","Retiro","Aprendizaje","36739","Bonos"
"4171","10/11/2024","menos de 25 años","Conservador","Retiro","Proyecto personal","59807","ETF"
"4172","20/11/2024","más de 46 años","Moderado","Otro","Vivienda","51055","ETF"
"4173","23/04/2024","más de 46 años","Conservador","Otro","Proyecto personal","57355","Acciones"
"4174","14/01/2025","entre 26 y 35 años","Moderado","Retiro","Sin motivo específico","44201","Bonos"
"4175","10/03/2024","más de 46 años","Agresivo","Otro","Vacaciones","60552","Fondos"
"4176","06/06/2024","entre 36 y 45 años","Agresivo","Ahorro","Educación","98825","Fondos"
"4177","04/11/2024","menos de 25 años","Agresivo","Inversión","Sin motivo específico","75492","Acciones"
"4178","21/10/2024","entre 36 y 45 años","Conservador","Ahorro","Vacaciones","50245","Acciones"
"4179","29/10/2024","más de 46 años","Agresivo","Inversión","Vacaciones","33832","Acciones"
"4180","03/08/2024","entre 26 y 35 años","Moderado","Ahorro","Proyecto personal","65554","Bonos"
"4181","15/03/2024","más de 46 años","Conservador","Otro","Educación","24326","Fondos"
"4182","25/09/2024","más de 46 años","Moderado","Retiro","Vivienda","71599","Acciones"
"4183","26/05/2024","entre 36 y 45 años","Moderado","Ahorro","Sin motivo específico","26405","ETF"
"4184","13/08/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Vehículo","43959","Acciones"
"4185","01/10/2024","entre 36 y 45 años","Agresivo","Ahorro","Vehículo","45625","Fondos"
"4186","14/02/2024","menos de 25 años","Agresivo","Aumentar ingresos","Aprendizaje","38134","ETF"
"4187","29/07/2024","entre 36 y 45 años","Agresivo","Ahorro","Sin motivo específico","70359","Bonos"
"4188","30/03/2024","entre 36 y 45 años","Moderado","Ahorro","Sin motivo específico","98792","ETF"
"4189","16/11/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Sin motivo específico","24620","Acciones"
"4190","19/09/2024","menos de 25 años","Agresivo","Ahorro","Vacaciones","59232","ETF"
"4191","14/04/2024","menos de 25 años","Conservador","Otro","Aprendizaje","94891","Fondos"
"4192","20/12/2024","entre 26 y 35 años","Conservador","Retiro","Vacaciones","92612","Acciones"
"4193","16/08/2024","más de 46 años","Moderado","Retiro","Vehículo","54701","ETF"
"4194","26/01/2025","menos de 25 años","Moderado","Aumentar ingresos","Vehículo","43533","Acciones"
"4195","27/12/2024","menos de 25 años","Agresivo","Aumentar ingresos","Educación","95245","Acciones"
"4196","19/09/2024","menos de 25 años","Agresivo","Retiro","Educación","47525","ETF"
"4197","30/01/2024","entre 36 y 45 años","Conservador","Inversión","Aprendizaje","58118","ETF"
"4198","18/01/2025","entre 36 y 45 años","Conservador","Inversión","Vivienda","28091","Bonos"
"4199","20/08/2024","más de 46 años","Conservador","Retiro","Educación","34286","Acciones"
"4200","17/11/2024","más de 46 años","Conservador","Inversión","Educación","30864","Acciones"
"4201","30/12/2024","más de 46 años","Moderado","Aumentar ingresos","Vivienda","49771","ETF"
"4202","06/10/2024","menos de 25 años","Agresivo","Retiro","Vacaciones","52271","Fondos"
"4203","27/08/2024","entre 26 y 35 años","Moderado","Retiro","Educación","94865","ETF"
"4204","24/08/2024","entre 26 y 35 años","Moderado","Inversión","Aprendizaje","55244","Acciones"
"4205","28/09/2024","más de 46 años","Moderado","Aumentar ingresos","Vivienda","69310","Acciones"
"4206","21/02/2024","más de 46 años","Moderado","Inversión","Sin motivo específico","43222","Acciones"
"4207","13/05/2024","entre 36 y 45 años","Moderado","Ahorro","Vivienda","56151","ETF"
"4208","03/10/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Educación","96580","Bonos"
"4209","27/01/2025","más de 46 años","Agresivo","Inversión","Sin motivo específico","33046","Acciones"
"4210","20/03/2024","entre 36 y 45 años","Agresivo","Inversión","Aprendizaje","68465","ETF"
"4211","23/06/2024","entre 36 y 45 años","Agresivo","Ahorro","Sin motivo específico","36351","Bonos"
"4212","17/04/2024","más de 46 años","Conservador","Otro","Sin motivo específico","50721","Fondos"
"4213","19/12/2024","más de 46 años","Moderado","Ahorro","Proyecto personal","25940","ETF"
"4214","24/06/2024","más de 46 años","Agresivo","Aumentar ingresos","Vehículo","87229","Acciones"
"4215","22/10/2024","menos de 25 años","Agresivo","Retiro","Vivienda","33722","ETF"
"4216","12/07/2024","más de 46 años","Conservador","Retiro","Aprendizaje","94384","Fondos"
"4217","01/04/2024","entre 36 y 45 años","Moderado","Ahorro","Vehículo","44206","Acciones"
"4218","06/01/2025","entre 36 y 45 años","Agresivo","Aumentar ingresos","Educación","75295","Fondos"
"4219","01/03/2024","entre 36 y 45 años","Moderado","Otro","Vacaciones","47703","Bonos"
"4220","27/12/2024","entre 36 y 45 años","Conservador","Otro","Vivienda","98220","Acciones"
"4221","14/02/2024","menos de 25 años","Moderado","Inversión","Vivienda","86109","Fondos"
"4222","22/08/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Educación","22560","Bonos"
"4223","05/08/2024","más de 46 años","Agresivo","Otro","Educación","88421","Bonos"
"4224","03/11/2024","entre 26 y 35 años","Agresivo","Ahorro","Educación","79767","Acciones"
"4225","11/01/2025","entre 26 y 35 años","Moderado","Inversión","Vacaciones","20427","Acciones"
"4226","30/07/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Sin motivo específico","99078","Bonos"
"4227","26/01/2025","más de 46 años","Agresivo","Inversión","Vivienda","72749","Bonos"
"4228","30/03/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Educación","80071","Bonos"
"4229","12/08/2024","más de 46 años","Moderado","Ahorro","Vehículo","24387","Fondos"
"4230","30/01/2024","entre 26 y 35 años","Agresivo","Inversión","Proyecto personal","41183","Fondos"
"4231","31/07/2024","más de 46 años","Agresivo","Retiro","Proyecto personal","89337","ETF"
"4232","16/01/2025","menos de 25 años","Moderado","Inversión","Sin motivo específico","62750","Acciones"
"4233","10/10/2024","menos de 25 años","Moderado","Aumentar ingresos","Vehículo","27529","ETF"
"4234","27/11/2024","menos de 25 años","Agresivo","Otro","Vehículo","90237","ETF"
"4235","24/10/2024","entre 36 y 45 años","Moderado","Retiro","Educación","52956","Bonos"
"4236","15/04/2024","más de 46 años","Conservador","Inversión","Vehículo","89742","Fondos"
"4237","03/09/2024","más de 46 años","Agresivo","Aumentar ingresos","Aprendizaje","74109","ETF"
"4238","01/02/2024","más de 46 años","Conservador","Otro","Educación","46210","Bonos"
"4239","03/02/2024","más de 46 años","Conservador","Aumentar ingresos","Vacaciones","43835","Acciones"
"4240","13/05/2024","entre 26 y 35 años","Conservador","Otro","Vehículo","23600","Fondos"
"4241","28/09/2024","menos de 25 años","Agresivo","Otro","Educación","49335","ETF"
"4242","06/02/2024","entre 36 y 45 años","Agresivo","Retiro","Sin motivo específico","65434","ETF"
"4243","24/04/2024","entre 36 y 45 años","Agresivo","Ahorro","Educación","25087","Fondos"
"4244","18/08/2024","entre 36 y 45 años","Agresivo","Ahorro","Vehículo","43580","ETF"
"4245","17/08/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Sin motivo específico","43495","Acciones"
"4246","21/08/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Vivienda","59032","Fondos"
"4247","11/07/2024","más de 46 años","Moderado","Inversión","Sin motivo específico","31906","Acciones"
"4248","24/09/2024","entre 26 y 35 años","Agresivo","Inversión","Proyecto personal","22488","ETF"
"4249","01/12/2024","entre 36 y 45 años","Conservador","Otro","Aprendizaje","31125","Acciones"
"4250","13/05/2024","entre 26 y 35 años","Moderado","Inversión","Sin motivo específico","44153","ETF"
"4251","24/07/2024","más de 46 años","Agresivo","Aumentar ingresos","Proyecto personal","31091","Acciones"
"4252","15/07/2024","más de 46 años","Conservador","Retiro","Educación","62905","Bonos"
"4253","16/11/2024","más de 46 años","Agresivo","Ahorro","Vivienda","86931","ETF"
"4254","30/11/2024","menos de 25 años","Agresivo","Retiro","Vehículo","96869","Fondos"
"4255","16/07/2024","más de 46 años","Moderado","Ahorro","Educación","49223","ETF"
"4256","28/08/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Proyecto personal","48897","ETF"
"4257","10/03/2024","entre 26 y 35 años","Conservador","Otro","Vehículo","91475","ETF"
"4258","21/05/2024","entre 26 y 35 años","Conservador","Retiro","Educación","22125","Acciones"
"4259","11/08/2024","menos de 25 años","Moderado","Otro","Vacaciones","98614","Acciones"
"4260","07/12/2024","más de 46 años","Moderado","Retiro","Educación","87358","ETF"
"4261","31/10/2024","más de 46 años","Moderado","Retiro","Educación","31540","Fondos"
"4262","28/06/2024","menos de 25 años","Moderado","Otro","Vivienda","84548","Acciones"
"4263","12/06/2024","entre 36 y 45 años","Conservador","Retiro","Vehículo","27415","Fondos"
"4264","19/08/2024","más de 46 años","Conservador","Ahorro","Vehículo","50037","Bonos"
"4265","01/02/2024","menos de 25 años","Moderado","Inversión","Sin motivo específico","65689","Bonos"
"4266","30/04/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Vivienda","51937","Fondos"
"4267","03/01/2025","entre 26 y 35 años","Conservador","Aumentar ingresos","Vacaciones","33098","Bonos"
"4268","18/03/2024","entre 26 y 35 años","Conservador","Ahorro","Vivienda","38502","Acciones"
"4269","27/10/2024","entre 26 y 35 años","Agresivo","Inversión","Proyecto personal","90513","Acciones"
"4270","08/12/2024","más de 46 años","Moderado","Inversión","Educación","76851","Fondos"
"4271","17/10/2024","entre 26 y 35 años","Conservador","Retiro","Vehículo","79077","ETF"
"4272","05/09/2024","menos de 25 años","Conservador","Otro","Proyecto personal","53257","Acciones"
"4273","28/10/2024","entre 26 y 35 años","Conservador","Otro","Vacaciones","96235","Acciones"
"4274","12/04/2024","entre 36 y 45 años","Conservador","Inversión","Aprendizaje","21244","Acciones"
"4275","10/06/2024","más de 46 años","Moderado","Ahorro","Sin motivo específico","73242","Bonos"
"4276","23/07/2024","más de 46 años","Agresivo","Retiro","Vehículo","91995","Fondos"
"4277","04/03/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Sin motivo específico","50439","Acciones"
"4278","23/06/2024","entre 36 y 45 años","Moderado","Retiro","Vehículo","29495","Fondos"
"4279","28/07/2024","más de 46 años","Moderado","Ahorro","Vacaciones","35585","Fondos"
"4280","10/05/2024","entre 36 y 45 años","Moderado","Otro","Sin motivo específico","33721","Bonos"
"4281","29/07/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Vehículo","25891","ETF"
